,question,label
2473,how be the data warehouse toolkit book ? let s say you want to learn about set up a warehouse for a wholesaler with alot of crm erp data ,DIRECT
1056,I m curious what be most of your job title ? ,DIRECT
1372,how do this compression work ? what be we compress ? I read somewhere that it s a way to decrease the size of the weight use in train the model can you tell I a bit more about it ? ,DIRECT
3715,do anyone know about how ml and devop can go hand in hand ? ,DIRECT
3214,for time series prediction do you use rnn or smth ? for example the past 2 year sale of a product tbh I m pretty unfamiliar with how statistician deal with time series I m deal with some time series problem and I m not sure if I should put all my trust on rnn or some other dl model ,DIRECT
2722,if you adjust for the monetary value of where they re base do it make more sense ? ,DIRECT
5532,what s a good way to deal with undetectable value when do analysis ? I have an experiment where I m measure inflammatory marker my control rat have undetectable marker which make sense since they have no inflammation should I just put that as 0 ? or well yet be there a term I can google that describe this so I can do more read ,DIRECT
2431,what s your org definition of a data architect ? ,DIRECT
634,be there any good text summarization model or method out there that do not require web call or llm ? more so a nlp approach which work offline in a localize environment ,DIRECT
1194,afaik there s no a guidebook for this sort of thing tho I expect if you google it there ll be a bunch of stuff write about it I d advise try to use some common sense though eg if there s a column with element 3 of they be non null and the rest be null would you feel comfortable replace the null value with the avg of the non null value ? would you feel more comfortable if the opposite be true ? what do null represent in the column ? be it truely some missing value or do it actually have mean that would be over ride if the average be use etc ,DIRECT
